Year,Rank,Release Group, Worldwide , Domestic ,Domestic %, Foreign ,Foreign %, Origin , Worldwide Adjusted , Domestic Adjusted , Foreign Adjusted 
2006,37,Monster House," $141,861,243 "," $73,661,010 ",51.90%," $68,200,233 ",48.10%,USA," $215,061,644 "," $111,670,091 "," $103,391,553 "
2006,38,Big Momma's House 2," $141,522,961 "," $70,165,972 ",49.60%," $71,356,989 ",50.40%,USA," $214,548,809 "," $106,371,614 "," $108,177,195 "
2006,39,Babel," $135,330,182 "," $34,302,837 ",25.30%," $101,027,345 ",74.70%,USA," $205,160,556 "," $52,003,101 "," $153,157,455 "
2006,40,Perfume: The Story of a Murderer," $135,039,924 "," $2,223,293 ",1.60%," $132,816,631 ",98.40%,International," $204,720,525 "," $3,370,512 "," $201,350,013 "
2006,41,V for Vendetta," $132,511,035 "," $70,511,035 ",53.20%," $62,000,000 ",46.80%,USA," $200,886,729 "," $106,894,729 "," $93,992,000 "
2006,42,"You, Me and Dupree"," $130,628,903 "," $75,628,110 ",57.90%," $55,000,793 ",42.10%,USA," $198,033,417 "," $114,652,215 "," $83,381,202 "
2006,43,Failure to Launch," $130,224,158 "," $88,715,192 ",68.10%," $41,508,966 ",31.90%,USA," $197,419,824 "," $134,492,231 "," $62,927,592 "
2006,44,The Queen," $123,384,128 "," $56,441,711 ",45.70%," $66,942,417 ",54.30%,USA," $187,050,338 "," $85,565,634 "," $101,484,704 "
2006,45,Apocalypto," $120,673,227 "," $50,866,635 ",42.20%," $69,806,592 ",57.80%,USA," $182,940,612 "," $77,113,819 "," $105,826,793 "
2006,46,Eight Below," $120,455,994 "," $81,612,565 ",67.80%," $38,843,429 ",32.20%,USA," $182,611,287 "," $123,724,649 "," $58,886,638 "
2006,47,The Omen," $119,974,972 "," $54,607,383 ",45.50%," $65,367,589 ",54.50%,USA," $181,882,058 "," $82,784,793 "," $99,097,265 "
2006,48,Final Destination 3," $118,890,272 "," $54,098,051 ",45.50%," $64,792,221 ",54.50%,USA," $180,237,652 "," $82,012,645 "," $98,225,007 "
2006,49,Barnyard," $116,755,080 "," $72,637,803 ",62.20%," $44,117,277 ",37.80%,USA," $177,000,701 "," $110,118,909 "," $66,881,792 "
2006,50,The Lake House," $114,830,111 "," $52,330,111 ",45.60%," $62,500,000 ",54.40%,USA," $174,082,448 "," $79,332,448 "," $94,750,000 "
2006,51,Step Up," $114,194,847 "," $65,328,121 ",57.20%," $48,866,726 ",42.80%,USA," $173,119,388 "," $99,037,431 "," $74,081,957 "
2006,52,Underworld: Evolution," $111,476,513 "," $62,318,875 ",55.90%," $49,157,638 ",44.10%,USA," $168,998,394 "," $94,475,415 "," $74,522,979 "
2006,53,The Santa Clause 3: The Escape Clause," $110,768,122 "," $84,500,122 ",76.30%," $26,268,000 ",23.70%,USA," $167,924,473 "," $128,102,185 "," $39,822,288 "
2006,54,The Prestige," $109,676,311 "," $53,089,891 ",48.40%," $56,586,420 ",51.60%,USA," $166,269,287 "," $80,484,275 "," $85,785,013 "
2006,55,Arthur and the Invisibles," $107,944,236 "," $15,132,763 ",14%," $92,811,473 ",86%,USA," $163,643,462 "," $22,941,269 "," $140,702,193 "
2006,56,Little Man," $104,003,322 "," $58,645,052 ",56.40%," $45,358,270 ",43.60%,USA," $157,669,036 "," $88,905,899 "," $68,763,137 "
2006,57,The Wild," $102,338,515 "," $37,384,046 ",36.50%," $64,954,469 ",63.50%,USA," $155,145,189 "," $56,674,214 "," $98,470,975 "
2006,58,Little Miss Sunshine," $101,058,954 "," $59,891,098 ",59.30%," $41,167,856 ",40.70%,USA," $153,205,374 "," $90,794,905 "," $62,410,470 "
2006,59,Silent Hill," $100,605,135 "," $46,982,632 ",46.70%," $53,622,503 ",53.30%,USA," $152,517,385 "," $71,225,670 "," $81,291,715 "
2006,60,The Good Shepherd," $100,266,865 "," $59,952,835 ",59.80%," $40,314,030 ",40.20%,USA," $152,004,567 "," $90,888,498 "," $61,116,069 "
2006,61,Nacho Libre," $99,255,460 "," $80,197,993 ",80.80%," $19,057,467 ",19.20%,USA," $150,471,277 "," $121,580,157 "," $28,891,120 "
2006,62,Deep Sea," $98,230,905 "," $46,412,757 ",47.20%," $51,818,148 ",52.80%,USA," $148,918,052 "," $70,361,740 "," $78,556,312 "
2006,63,The Guardian," $94,973,540 "," $55,011,732 ",57.90%," $39,961,808 ",42.10%,USA," $143,979,887 "," $83,397,786 "," $60,582,101 "
2006,64,The Host," $89,431,890 "," $2,201,923 ",2.50%," $87,229,967 ",97.50%,International," $135,578,745 "," $3,338,115 "," $132,240,630 "
2006,65,The Illusionist," $87,892,388 "," $39,868,642 ",45.40%," $48,023,746 ",54.60%,USA," $133,244,860 "," $60,440,861 "," $72,803,999 "
2006,66,RV," $87,528,173 "," $71,726,025 ",81.90%," $15,802,148 ",18.10%,USA," $132,692,710 "," $108,736,654 "," $23,956,056 "
2006,67,The Shaggy Dog," $87,134,280 "," $61,123,569 ",70.10%," $26,010,711 ",29.90%,USA," $132,095,568 "," $92,663,331 "," $39,432,238 "
2006,68,Date Movie," $85,749,034 "," $48,548,426 ",56.60%," $37,200,608 ",43.40%,USA," $129,995,536 "," $73,599,414 "," $56,396,122 "
2006,69,Volver," $85,585,177 "," $12,899,867 ",15.10%," $72,685,310 ",84.90%,USA," $129,747,128 "," $19,556,198 "," $110,190,930 "
2006,70,Jackass Number Two," $84,645,164 "," $72,778,712 ",86%," $11,866,452 ",14%,USA," $128,322,069 "," $110,332,527 "," $17,989,541 "
2006,71,French Fried Vacation 3: Friends Forever," $84,152,064 ",,," $84,152,064 ",100%,International," $127,574,529 ", $-   ," $127,574,529 "
2006,72,Pan's Labyrinth," $83,850,267 "," $37,634,615 ",44.90%," $46,215,652 ",55.10%,USA," $127,117,005 "," $57,054,076 "," $70,062,928 "
2006,73,Firewall," $82,751,189 "," $48,751,189 ",58.90%," $34,000,000 ",41.10%,USA," $125,450,803 "," $73,906,803 "," $51,544,000 "
2006,74,Hostel," $81,979,826 "," $47,326,473 ",57.70%," $34,653,353 ",42.30%,USA," $124,281,416 "," $71,746,933 "," $52,534,483 "
2006,75,The Sentinel," $78,810,595 "," $36,280,697 ",46%," $42,529,898 ",54%,USA," $119,476,862 "," $55,001,537 "," $64,475,325 "
2006,76,Curse of the Golden Flower," $78,568,977 "," $6,566,773 ",8.40%," $72,002,204 ",91.60%,International," $119,110,569 "," $9,955,228 "," $109,155,341 "
2006,77,The Lives of Others," $77,356,942 "," $11,286,112 ",14.60%," $66,070,830 ",85.40%,USA," $117,273,124 "," $17,109,746 "," $100,163,378 "
2006,78,United 93," $76,700,659 "," $31,483,450 ",41%," $45,217,209 ",59%,USA," $116,278,199 "," $47,728,910 "," $68,549,289 "
2006,79,Lady in the Water," $72,785,169 "," $42,285,169 ",58.10%," $30,500,000 ",41.90%,USA," $110,342,316 "," $64,104,316 "," $46,238,000 "
2006,80,The Grudge 2," $70,711,175 "," $39,143,839 ",55.40%," $31,567,336 ",44.60%,USA," $107,198,141 "," $59,342,060 "," $47,856,081 "
2006,81,Children of Men," $70,455,770 "," $35,552,383 ",50.50%," $34,903,387 ",49.50%,USA," $106,810,947 "," $53,897,413 "," $52,913,535 "
2006,82,The Hills Have Eyes," $70,008,952 "," $41,778,863 ",59.70%," $28,230,089 ",40.30%,USA," $106,133,571 "," $63,336,756 "," $42,796,815 "
2006,83,Curious George," $69,865,924 "," $58,360,760 ",83.50%," $11,505,164 ",16.50%,USA," $105,916,741 "," $88,474,912 "," $17,441,829 "
2006,84,John Tucker Must Die," $68,844,775 "," $41,011,711 ",59.60%," $27,833,064 ",40.40%,USA," $104,368,679 "," $62,173,754 "," $42,194,925 "
2006,85,Letters from Iwo Jima," $68,673,228 "," $13,756,082 ",20%," $54,917,146 ",80%,USA," $104,108,614 "," $20,854,220 "," $83,254,393 "
2006,86,Tales from Earthsea," $68,625,104 ",,," $68,625,104 ",100%,International," $104,035,658 ", $-   ," $104,035,658 "
2006,87,Fearless," $68,072,848 "," $24,633,730 ",36.20%," $43,439,118 ",63.80%,USA," $103,198,438 "," $37,344,735 "," $65,853,703 "
2006,88,When a Stranger Calls," $67,062,123 "," $47,860,214 ",71.40%," $19,201,909 ",28.60%,USA," $101,666,178 "," $72,556,084 "," $29,110,094 "
2006,89,Take the Lead," $66,499,627 "," $34,742,066 ",52.20%," $31,757,561 ",47.80%,USA," $100,813,435 "," $52,668,972 "," $48,144,462 "
2006,90,Flags of Our Fathers," $65,900,249 "," $33,602,376 ",51%," $32,297,873 ",49%,USA," $99,904,777 "," $50,941,202 "," $48,963,575 "
2006,91,16 Blocks," $65,664,721 "," $36,895,141 ",56.20%," $28,769,580 ",43.80%,USA," $99,547,717 "," $55,933,034 "," $43,614,683 "
2006,92,The Benchwarmers," $64,962,629 "," $59,843,754 ",92.10%," $5,118,875 ",7.90%,USA," $98,483,346 "," $90,723,131 "," $7,760,215 "
2006,93,Madea's Family Reunion," $63,368,939 "," $63,318,000 ",99.90%," $50,939 ",0.10%,USA," $96,067,312 "," $95,990,088 "," $77,224 "
2006,94,Snakes on a Plane," $62,022,014 "," $34,020,814 ",54.90%," $28,001,200 ",45.10%,USA," $94,025,373 "," $51,575,554 "," $42,449,819 "
2006,95,My Super Ex-Girlfriend," $61,108,981 "," $22,530,295 ",36.90%," $38,578,686 ",63.10%,USA," $92,641,215 "," $34,155,927 "," $58,485,288 "
2006,96,Marie Antoinette," $60,917,189 "," $15,962,471 ",26.20%," $44,954,718 ",73.80%,USA," $92,350,459 "," $24,199,106 "," $68,151,352 "
2006,97,Limit of Love: Umizaru," $60,369,589 ",,," $60,369,589 ",100%,International," $91,520,297 ", $-   ," $91,520,297 "
2006,98,Invincible," $58,480,828 "," $57,806,952 ",98.80%," $673,876 ",1.20%,USA," $88,656,935 "," $87,635,339 "," $1,021,596 "
2006,99,She's the Man," $57,194,667 "," $33,741,133 ",59%," $23,453,534 ",41%,USA," $86,707,115 "," $51,151,558 "," $35,555,558 "
2006,100,Lucky Number Slevin," $56,308,881 "," $22,495,466 ",40%," $33,813,415 ",60%,USA," $85,364,264 "," $34,103,126 "," $51,261,137 "
2006,101,The Ant Bully," $55,181,129 "," $28,142,535 ",51%," $27,038,594 ",49%,USA," $83,654,592 "," $42,664,083 "," $40,990,509 "
2006,102,Stranger Than Fiction," $53,653,224 "," $40,660,952 ",75.80%," $12,992,272 ",24.20%,USA," $81,338,288 "," $61,642,003 "," $19,696,284 "
2006,103,The Texas Chainsaw Massacre: The Beginning," $51,764,406 "," $39,517,763 ",76.30%," $12,246,643 ",23.70%,USA," $78,474,839 "," $59,908,929 "," $18,565,911 "
2006,104,Doomsday: The Sinking of Japan," $51,127,401 ",,," $51,127,401 ",100%,International," $77,509,140 ", $-   ," $77,509,140 "
2006,105,Notes on a Scandal," $49,814,392 "," $17,510,118 ",35.20%," $32,304,274 ",64.80%,USA," $75,518,618 "," $26,545,339 "," $48,973,279 "
2006,106,An Inconvenient Truth," $49,782,012 "," $24,146,161 ",48.50%," $25,635,851 ",51.50%,USA," $75,469,530 "," $36,605,580 "," $38,863,950 "
2006,107,The Black Dahlia," $49,332,692 "," $22,545,080 ",45.70%," $26,787,612 ",54.30%,USA," $74,788,361 "," $34,178,341 "," $40,610,020 "
2006,108,The Last King of Scotland," $48,618,191 "," $17,606,684 ",36.20%," $31,011,507 ",63.80%,USA," $73,705,178 "," $26,691,733 "," $47,013,445 "
2006,109,Suite Dreams," $48,090,431 ",,," $48,090,431 ",100%,International," $72,905,093 ", $-   ," $72,905,093 "
2006,110,Death Note: The Last Name," $47,917,637 ",,," $47,917,637 ",100%,International," $72,643,138 ", $-   ," $72,643,138 "
2006,111,Deck the Halls," $47,232,776 "," $35,093,569 ",74.30%," $12,139,207 ",25.70%,USA," $71,604,888 "," $53,201,851 "," $18,403,038 "
2006,112,The Nativity Story," $46,432,264 "," $37,629,831 ",81%," $8,802,433 ",19%,USA," $70,391,312 "," $57,046,824 "," $13,344,488 "
2006,113,We Are Marshall," $43,545,364 "," $43,545,364 ",100%,,,USA," $66,014,772 "," $66,014,772 ", $-   
2006,114,Last Holiday," $43,451,846 "," $38,399,961 ",88.40%," $5,051,885 ",11.60%,USA," $65,872,999 "," $58,214,341 "," $7,658,658 "
2006,115,Glory Road," $42,938,449 "," $42,647,449 ",99.30%," $291,000 ",0.70%,USA," $65,094,689 "," $64,653,533 "," $441,156 "
2006,116,Crank," $42,931,041 "," $27,838,408 ",64.80%," $15,092,633 ",35.20%,USA," $65,083,458 "," $42,203,027 "," $22,880,432 "
2006,117,Man of the Year," $42,472,472 "," $37,327,390 ",87.90%," $5,145,082 ",12.10%,USA," $64,388,268 "," $56,588,323 "," $7,799,944 "
2006,118,A Good Year," $42,269,923 "," $7,459,300 ",17.60%," $34,810,623 ",82.40%,USA," $64,081,203 "," $11,308,299 "," $52,772,904 "
2006,119,200 Pounds Beauty," $42,013,016 ",,," $42,013,016 ",100%,International," $63,691,732 ", $-   ," $63,691,732 "
2006,120,Gridiron Gang," $41,480,851 "," $38,432,823 ",92.70%," $3,048,028 ",7.30%,USA," $62,884,970 "," $58,264,160 "," $4,620,810 "
2006,121,Thank You for Smoking," $39,323,027 "," $24,793,509 ",63.10%," $14,529,518 ",36.90%,USA," $59,613,709 "," $37,586,960 "," $22,026,749 "
2006,122,Scoop," $39,220,946 "," $10,525,717 ",26.80%," $28,695,229 ",73.20%,USA," $59,458,954 "," $15,956,987 "," $43,501,967 "
2006,123,Tazza: The High Rollers," $39,212,715 ",,," $39,212,715 ",100%,International," $59,446,476 ", $-   ," $59,446,476 "
2006,124,The Wicker Man," $38,805,380 "," $23,649,127 ",60.90%," $15,156,253 ",39.10%,USA," $58,828,956 "," $35,852,077 "," $22,976,880 "
2006,125,Basic Instinct 2," $38,629,478 "," $5,971,336 ",15.50%," $32,658,142 ",84.50%,USA," $58,562,289 "," $9,052,545 "," $49,509,743 "
2006,126,Accepted," $38,623,262 "," $36,323,505 ",94%," $2,299,757 ",6%,USA," $58,552,865 "," $55,066,434 "," $3,486,432 "
2006,127,Employee of the Month," $38,528,984 "," $28,444,855 ",73.80%," $10,084,129 ",26.20%,USA," $58,409,940 "," $43,122,400 "," $15,287,540 "
2006,128,Day Watch," $38,411,815 ",,," $38,411,815 ",100%,International," $58,232,312 ", $-   ," $58,232,312 "
2006,129,Just My Luck," $38,159,905 "," $17,326,650 ",45.40%," $20,833,255 ",54.60%,USA," $57,850,416 "," $26,267,201 "," $31,583,215 "
2006,130,Camping," $37,912,041 ",,," $37,912,041 ",100%,International," $57,474,654 ", $-   ," $57,474,654 "
2006,131,The Covenant," $37,598,767 "," $23,380,495 ",62.20%," $14,218,272 ",37.80%,USA," $56,999,731 "," $35,444,830 "," $21,554,900 "
2006,132,Miss Potter," $35,078,241 "," $3,005,605 ",8.60%," $32,072,636 ",91.40%,International," $53,178,613 "," $4,556,497 "," $48,622,116 "
2006,133,Bambi 2: The Great Prince of the Forest," $34,958,637 ",,," $34,958,637 ",100%,International," $52,997,294 ", $-   ," $52,997,294 "
2006,134,Love and Honor," $33,755,574 "," $60,910 ",0.20%," $33,694,664 ",99.80%,International," $51,173,450 "," $92,340 "," $51,081,111 "
2006,135,Tell No One," $33,406,992 "," $6,177,192 ",18.50%," $27,229,800 ",81.50%,USA," $50,645,000 "," $9,364,623 "," $41,280,377 "
2006,136,7 Dwarves: The Forest Is Not Enough," $32,863,752 ",,," $32,863,752 ",100%,International," $49,821,448 ", $-   ," $49,821,448 "
2006,137,Dhoom 2," $32,396,427 "," $2,643,586 ",8.20%," $29,752,841 ",91.80%,International," $49,112,983 "," $4,007,676 "," $45,105,307 "
2006,138,Stick It," $31,976,848 "," $26,910,736 ",84.20%," $5,066,112 ",15.80%,USA," $48,476,902 "," $40,796,676 "," $7,680,226 "
2006,139,Deutschland. Ein Sommermärchen," $31,257,991 ",,," $31,257,991 ",100%,International," $47,387,114 ", $-   ," $47,387,114 "
2006,140,Ultraviolet," $31,070,211 "," $18,535,812 ",59.70%," $12,534,399 ",40.30%,USA," $47,102,440 "," $28,100,291 "," $19,002,149 "
2006,141,Doraemon the Movie: Nobita's Dinosaur," $30,963,292 ",,," $30,963,292 ",100%,International," $46,940,351 ", $-   ," $46,940,351 "
2006,142,Twosabu ilchae," $30,622,421 ",,," $30,622,421 ",100%,International," $46,423,590 ", $-   ," $46,423,590 "
2006,143,Natale a New York," $30,437,121 ",,," $30,437,121 ",100%,International," $46,142,675 ", $-   ," $46,142,675 "
2006,144,I Do: How to Get Married and Stay Single," $30,057,369 ",,," $30,057,369 ",100%,International," $45,566,971 ", $-   ," $45,566,971 "
2006,145,Pulse," $29,907,685 "," $20,264,436 ",67.80%," $9,643,249 ",32.20%,USA," $45,340,050 "," $30,720,885 "," $14,619,165 "
2006,146,Death Note," $29,630,359 ",,," $29,630,359 ",100%,International," $44,919,624 ", $-   ," $44,919,624 "
2006,147,An American Haunting," $29,612,137 "," $16,298,046 ",55%," $13,314,091 ",45%,USA," $44,892,000 "," $24,707,838 "," $20,184,162 "
2006,148,The Valet," $29,414,553 "," $1,926,800 ",6.60%," $27,487,753 ",93.40%,International," $44,592,462 "," $2,921,029 "," $41,671,434 "
2006,149,Tristan + Isolde," $28,047,963 "," $14,734,633 ",52.50%," $13,313,330 ",47.50%,USA," $42,520,712 "," $22,337,704 "," $20,183,008 "
2006,150,Priceless," $27,949,650 "," $2,165,188 ",7.70%," $25,784,462 ",92.30%,International," $42,371,669 "," $3,282,425 "," $39,089,244 "
2006,151,Pokémon Ranger and the Temple of the Sea," $27,638,625 ",,," $27,638,625 ",100%,International," $41,900,156 ", $-   ," $41,900,156 "
2006,152,Stay Alive," $27,298,695 "," $23,086,480 ",84.60%," $4,212,215 ",15.40%,USA," $41,384,822 "," $34,999,104 "," $6,385,718 "
2006,153,Clerks II," $26,984,975 "," $24,148,068 ",89.50%," $2,836,907 ",10.50%,USA," $40,909,222 "," $36,608,471 "," $4,300,751 "
2006,154,The Painted Veil," $26,910,847 "," $8,060,487 ",30%," $18,850,360 ",70%,USA," $40,796,844 "," $12,219,698 "," $28,577,146 "
2006,155,Black Book," $26,768,563 "," $4,398,532 ",16.40%," $22,370,031 ",83.60%,USA," $40,581,142 "," $6,668,175 "," $33,912,967 "
2006,156,Detective Conan: The Private Eyes' Requiem," $26,251,232 ",,," $26,251,232 ",100%,International," $39,796,868 ", $-   ," $39,796,868 "
2006,157,A Prairie Home Companion," $25,978,867 "," $20,342,852 ",78.30%," $5,636,015 ",21.70%,USA," $39,383,962 "," $30,839,764 "," $8,544,199 "
2006,158,You Are So Beautiful," $25,329,576 ",,," $25,329,576 ",100%,International," $38,399,637 ", $-   ," $38,399,637 "
2006,159,Nada sô sô," $25,300,338 ",,," $25,300,338 ",100%,International," $38,355,312 ", $-   ," $38,355,312 "
2006,160,Kabhi Alvida Naa Kehna," $25,229,168 "," $3,275,444 ",13%," $21,953,724 ",87%,USA," $38,247,419 "," $4,965,573 "," $33,281,846 "
2006,161,School for Scoundrels," $23,947,685 "," $17,807,569 ",74.40%," $6,140,116 ",25.60%,USA," $36,304,690 "," $26,996,275 "," $9,308,416 "
2006,162,Stormbreaker," $23,937,870 "," $677,646 ",2.80%," $23,260,224 ",97.20%,International," $36,289,811 "," $1,027,311 "," $35,262,500 "
2006,163,Il mio miglior nemico," $23,710,143 ",,," $23,710,143 ",100%,International," $35,944,577 ", $-   ," $35,944,577 "
2006,164,Valley of the Wolves: Iraq," $23,465,471 ",,," $23,465,471 ",100%,International," $35,573,654 ", $-   ," $35,573,654 "
2006,165,Captain Alatriste: The Spanish Musketeer," $23,321,954 ",,," $23,321,954 ",100%,International," $35,356,082 ", $-   ," $35,356,082 "
2006,166,"OSS 117: Cairo, Nest of Spies"," $23,055,884 "," $303,543 ",1.30%," $22,752,341 ",98.70%,International," $34,952,720 "," $460,171 "," $34,492,549 "
2006,167,Aquamarine," $22,989,957 "," $18,597,342 ",80.90%," $4,392,615 ",19.10%,USA," $34,852,775 "," $28,193,570 "," $6,659,204 "
2006,168,Days of Glory," $22,963,701 "," $320,700 ",1.40%," $22,643,001 ",98.60%,International," $34,812,971 "," $486,181 "," $34,326,790 "
2006,169,The Wind that Shakes the Barley," $22,899,908 "," $1,836,089 ",8%," $21,063,819 ",92%,International," $34,716,261 "," $2,783,511 "," $31,932,750 "
2006,170,The Banquet," $22,598,772 ",,," $22,598,772 ",100%,International," $34,259,738 ", $-   ," $34,259,738 "
2006,171,Asterix and the Vikings," $22,501,596 ",,," $22,501,596 ",100%,International," $34,112,420 ", $-   ," $34,112,420 "
2006,172,Fanaa," $22,175,908 "," $2,105,352 ",9.50%," $20,070,556 ",90.50%,International," $33,618,677 "," $3,191,714 "," $30,426,963 "
2006,173,The Marine," $22,165,608 "," $18,844,784 ",85%," $3,320,824 ",15%,USA," $33,603,062 "," $28,568,693 "," $5,034,369 "
2006,174,Unaccompanied Minors," $21,949,234 "," $16,655,224 ",75.90%," $5,294,010 ",24.10%,USA," $33,275,039 "," $25,249,320 "," $8,025,719 "
2006,175,Flicka," $21,893,591 "," $21,000,147 ",95.90%," $893,444 ",4.10%,USA," $33,190,684 "," $31,836,223 "," $1,354,461 "
2006,176,Rob-B-Hood," $21,836,580 ",,," $21,836,580 ",100%,International," $33,104,255 ", $-   ," $33,104,255 "
2006,177,Wolfhound," $21,573,338 ",,," $21,573,338 ",100%,International," $32,705,180 ", $-   ," $32,705,180 "
2006,178,Black Christmas," $21,510,851 "," $16,273,581 ",75.70%," $5,237,270 ",24.30%,USA," $32,610,450 "," $24,670,749 "," $7,939,701 "
2006,179,Waist Deep," $21,353,303 "," $21,344,312 ",100%," $8,991 ",0.10%,USA," $32,371,607 "," $32,357,977 "," $13,630 "
2006,180,ATL," $21,170,563 "," $21,170,563 ",100%,,,USA," $32,094,574 "," $32,094,574 ", $-   
2006,181,Bobby," $20,704,591 "," $11,242,801 ",54.30%," $9,461,790 ",45.70%,USA," $31,388,160 "," $17,044,086 "," $14,344,074 "
2006,182,Beerfest," $20,387,597 "," $19,185,184 ",94.10%," $1,202,413 ",5.90%,USA," $30,907,597 "," $29,084,739 "," $1,822,858 "
2006,183,Don," $19,640,129 "," $2,223,961 ",11.30%," $17,416,168 ",88.70%,USA," $29,774,436 "," $3,371,525 "," $26,402,911 "
2006,184,Movie: Marrying the Mafia 3 - Family Hustle," $19,606,487 ",,," $19,606,487 ",100%,International," $29,723,434 ", $-   ," $29,723,434 "
2006,185,Akeelah and the Bee," $18,948,425 "," $18,848,430 ",99.50%," $99,995 ",0.50%,USA," $28,725,812 "," $28,574,220 "," $151,592 "
